 0.00000000000000000E+000, 0.00000000000000000E+000, 0.00000000000000000E+000
 8.33333333333333287E-002, 5.20800000000000013E-002, 3.31666666666666637E-002
 1.66666666666666657E-001, 1.04160000000000003E-001, 6.63333333333333275E-002
 2.50000000000000000E-001, 1.56240000000000018E-001, 9.95000000000000051E-002
 3.33333333333333315E-001, 2.08320000000000005E-001, 1.32666666666666655E-001
 4.16666666666666630E-001, 2.60399999999999965E-001, 1.65833333333333333E-001
 5.00000000000000000E-001, 3.12480000000000036E-001, 1.99000000000000010E-001
 5.83333333333333370E-001, 3.64559999999999995E-001, 2.32166666666666660E-001
 6.66666666666666630E-001, 4.16640000000000010E-001, 2.65333333333333310E-001
 7.50000000000000000E-001, 4.68719999999999970E-001, 2.98499999999999988E-001
 8.33333333333333259E-001, 5.20799999999999930E-001, 3.31666666666666665E-001
 9.16666666666666630E-001, 5.72879999999999945E-001, 3.64833333333333287E-001
 1.00000000000000000E+000, 6.24960000000000071E-001, 3.98000000000000020E-001
 1.00000000000000000E+000, 6.77039999999999975E-001, 4.31166666666666698E-001
 1.00000000000000000E+000, 7.29119999999999990E-001, 4.64333333333333320E-001
 1.00000000000000000E+000, 7.81200000000000006E-001, 4.97499999999999998E-001
