 2.08100000000000007E-001, 1.66300000000000003E-001, 5.29200000000000004E-001
 2.09100000000000008E-001, 1.72100000000000003E-001, 5.41100000000000025E-001
 2.10100000000000009E-001, 1.77900000000000003E-001, 5.53000000000000047E-001
 2.10900000000000004E-001, 1.83700000000000002E-001, 5.64999999999999947E-001
 2.11600000000000010E-001, 1.89500000000000002E-001, 5.77099999999999946E-001
 2.12100000000000011E-001, 1.95399999999999990E-001, 5.89199999999999946E-001
 2.12400000000000005E-001, 2.01300000000000007E-001, 6.01299999999999946E-001
 2.12499999999999994E-001, 2.07199999999999995E-001, 6.13500000000000045E-001
 2.12299999999999989E-001, 2.13200000000000001E-001, 6.25800000000000023E-001
 2.11799999999999988E-001, 2.19200000000000006E-001, 6.38100000000000001E-001
 2.11100000000000010E-001, 2.25300000000000000E-001, 6.50499999999999967E-001
 2.09900000000000003E-001, 2.31500000000000011E-001, 6.62900000000000045E-001
 2.08400000000000002E-001, 2.37699999999999995E-001, 6.75300000000000011E-001
 2.06300000000000011E-001, 2.43999999999999995E-001, 6.87799999999999967E-001
 2.03800000000000009E-001, 2.50300000000000022E-001, 7.00300000000000034E-001
 2.00600000000000001E-001, 2.56799999999999973E-001, 7.12899999999999978E-001
 1.96800000000000003E-001, 2.63199999999999990E-001, 7.25500000000000034E-001
 1.92099999999999993E-001, 2.69799999999999984E-001, 7.38099999999999978E-001
 1.86700000000000005E-001, 2.76399999999999979E-001, 7.50700000000000034E-001
 1.80199999999999999E-001, 2.83200000000000007E-001, 7.63399999999999967E-001
 1.72800000000000009E-001, 2.90200000000000014E-001, 7.76200000000000001E-001
 1.64099999999999996E-001, 2.97499999999999987E-001, 7.89000000000000035E-001
 1.54099999999999987E-001, 3.05200000000000027E-001, 8.01699999999999968E-001
 1.42699999999999994E-001, 3.13199999999999978E-001, 8.14500000000000002E-001
 1.29500000000000004E-001, 3.21699999999999986E-001, 8.26899999999999968E-001
 1.14699999999999996E-001, 3.30600000000000005E-001, 8.38700000000000001E-001
 9.85999999999999932E-002, 3.39700000000000002E-001, 8.49500000000000033E-001
 8.16000000000000059E-002, 3.48600000000000021E-001, 8.58800000000000008E-001
 6.46000000000000046E-002, 3.57200000000000017E-001, 8.66399999999999948E-001
 4.81999999999999998E-002, 3.65099999999999980E-001, 8.72199999999999975E-001
 3.28999999999999987E-002, 3.72400000000000009E-001, 8.76499999999999946E-001
 2.12999999999999995E-002, 3.79199999999999982E-001, 8.79600000000000048E-001
 1.35999999999999992E-002, 3.85299999999999976E-001, 8.81499999999999950E-001
 8.60000000000000001E-003, 3.91100000000000003E-001, 8.82700000000000040E-001
 6.00000000000000012E-003, 3.96500000000000019E-001, 8.83299999999999974E-001
 5.10000000000000037E-003, 4.01700000000000002E-001, 8.83399999999999963E-001
 5.40000000000000029E-003, 4.06600000000000017E-001, 8.83099999999999996E-001
 6.70000000000000023E-003, 4.11299999999999999E-001, 8.82499999999999951E-001
 8.89999999999999993E-003, 4.15899999999999992E-001, 8.81600000000000050E-001
 1.15999999999999992E-002, 4.20300000000000007E-001, 8.80499999999999949E-001
 1.48000000000000007E-002, 4.24599999999999977E-001, 8.79299999999999971E-001
 1.83999999999999997E-002, 4.28800000000000014E-001, 8.77900000000000014E-001
 2.23000000000000004E-002, 4.32900000000000007E-001, 8.76299999999999968E-001
 2.63999999999999999E-002, 4.37000000000000000E-001, 8.74700000000000033E-001
