 0.00000000000000000E+000, 0.00000000000000000E+000, 1.00000000000000000E+000
 0.00000000000000000E+000, 3.92156862745098034E-003, 9.98039215686274517E-001
 0.00000000000000000E+000, 7.84313725490196068E-003, 9.96078431372549034E-001
 0.00000000000000000E+000, 1.17647058823529410E-002, 9.94117647058823550E-001
 0.00000000000000000E+000, 1.56862745098039214E-002, 9.92156862745098067E-001
 0.00000000000000000E+000, 1.96078431372549017E-002, 9.90196078431372584E-001
 0.00000000000000000E+000, 2.35294117647058820E-002, 9.88235294117647101E-001
 0.00000000000000000E+000, 2.74509803921568624E-002, 9.86274509803921617E-001
 0.00000000000000000E+000, 3.13725490196078427E-002, 9.84313725490196134E-001
 0.00000000000000000E+000, 3.52941176470588230E-002, 9.82352941176470651E-001
 0.00000000000000000E+000, 3.92156862745098034E-002, 9.80392156862745168E-001
 0.00000000000000000E+000, 4.31372549019607837E-002, 9.78431372549019684E-001
 0.00000000000000000E+000, 4.70588235294117641E-002, 9.76470588235294090E-001
 0.00000000000000000E+000, 5.09803921568627444E-002, 9.74509803921568607E-001
 0.00000000000000000E+000, 5.49019607843137247E-002, 9.72549019607843124E-001
 0.00000000000000000E+000, 5.88235294117647051E-002, 9.70588235294117641E-001
 0.00000000000000000E+000, 6.27450980392156854E-002, 9.68627450980392157E-001
 0.00000000000000000E+000, 6.66666666666666657E-002, 9.66666666666666674E-001
 0.00000000000000000E+000, 7.05882352941176461E-002, 9.64705882352941191E-001
 0.00000000000000000E+000, 7.45098039215686264E-002, 9.62745098039215708E-001
 0.00000000000000000E+000, 7.84313725490196068E-002, 9.60784313725490224E-001
 0.00000000000000000E+000, 8.23529411764705871E-002, 9.58823529411764630E-001
 0.00000000000000000E+000, 8.62745098039215674E-002, 9.56862745098039147E-001
 0.00000000000000000E+000, 9.01960784313725478E-002, 9.54901960784313664E-001
 0.00000000000000000E+000, 9.41176470588235281E-002, 9.52941176470588180E-001
 0.00000000000000000E+000, 9.80392156862745084E-002, 9.50980392156862697E-001
 0.00000000000000000E+000, 1.01960784313725489E-001, 9.49019607843137214E-001
 0.00000000000000000E+000, 1.05882352941176469E-001, 9.47058823529411731E-001
 0.00000000000000000E+000, 1.09803921568627449E-001, 9.45098039215686248E-001
 0.00000000000000000E+000, 1.13725490196078430E-001, 9.43137254901960764E-001
 0.00000000000000000E+000, 1.17647058823529410E-001, 9.41176470588235281E-001
