 0.00000000000000000E+000, 0.00000000000000000E+000, 1.30208333333333326E-003
 3.43137254901960780E-003, 3.43137254901960780E-003, 6.03553921568627388E-003
 6.86274509803921559E-003, 6.86274509803921559E-003, 1.07689950980392156E-002
 1.02941176470588234E-002, 1.02941176470588234E-002, 1.55024509803921573E-002
 1.37254901960784312E-002, 1.37254901960784312E-002, 2.02359068627450990E-002
 1.71568627450980407E-002, 1.71568627450980407E-002, 2.49693627450980407E-002
 2.05882352941176468E-002, 2.05882352941176468E-002, 2.97028186274509789E-002
 2.40196078431372528E-002, 2.40196078431372528E-002, 3.44362745098039172E-002
 2.74509803921568624E-002, 2.74509803921568624E-002, 3.91697303921568624E-002
 3.08823529411764719E-002, 3.08823529411764719E-002, 4.39031862745098075E-002
 3.43137254901960814E-002, 3.43137254901960814E-002, 4.86366421568627458E-002
 3.77450980392156840E-002, 3.77450980392156840E-002, 5.33700980392156840E-002
 4.11764705882352935E-002, 4.11764705882352935E-002, 5.81035539215686292E-002
 4.46078431372549031E-002, 4.46078431372549031E-002, 6.28370098039215674E-002
 4.80392156862745057E-002, 4.80392156862745057E-002, 6.75704656862745057E-002
 5.14705882352941152E-002, 5.14705882352941152E-002, 7.23039215686274439E-002
 5.49019607843137247E-002, 5.49019607843137247E-002, 7.70373774509803960E-002
 5.83333333333333343E-002, 5.83333333333333343E-002, 8.17708333333333343E-002
 6.17647058823529438E-002, 6.17647058823529438E-002, 8.65042892156862725E-002
 6.51960784313725533E-002, 6.51960784313725533E-002, 9.12377450980392246E-002
 6.86274509803921628E-002, 6.86274509803921628E-002, 9.59712009803921628E-002
 7.20588235294117585E-002, 7.20588235294117585E-002, 1.00704656862745087E-001
 7.54901960784313680E-002, 7.54901960784313680E-002, 1.05438112745098039E-001
 7.89215686274509776E-002, 7.89215686274509776E-002, 1.10171568627450978E-001
 8.23529411764705871E-002, 8.23529411764705871E-002, 1.14905024509803916E-001
 8.57843137254901966E-002, 8.57843137254901966E-002, 1.19638480392156854E-001
 8.92156862745098062E-002, 8.92156862745098062E-002, 1.24371936274509806E-001
 9.26470588235294157E-002, 9.26470588235294157E-002, 1.29105392156862758E-001
 9.60784313725490113E-002, 9.60784313725490113E-002, 1.33838848039215669E-001
 9.95098039215686209E-002, 9.95098039215686209E-002, 1.38572303921568607E-001
 1.02941176470588230E-001, 1.02941176470588230E-001, 1.43305759803921573E-001
 1.06372549019607840E-001, 1.06372549019607840E-001, 1.48039215686274511E-001
 1.09803921568627449E-001, 1.09803921568627449E-001, 1.52772671568627449E-001
 1.13235294117647073E-001, 1.13235294117647073E-001, 1.57506127450980415E-001
 1.16666666666666669E-001, 1.16666666666666669E-001, 1.62239583333333326E-001
 1.20098039215686292E-001, 1.20098039215686292E-001, 1.66973039215686292E-001
 1.23529411764705888E-001, 1.23529411764705888E-001, 1.71706495098039230E-001
